kind,name,bandwith(Mbps),latency(ms),request_size(B),response_size(B),send_bytes(B),recv_bytes(B),cost(ms),memory(KB)
native,TLS1_2-gnark,50,10,1024,16,19030,19395,18664,357220
native,TLS1_2-gnark,50,10,1024,256,20461,20698,21054,342912
native,TLS1_2-gnark,50,10,1024,1024,25659,25130,28603,407344
native,TLS1_2-gnark,50,10,1024,2048,32610,31214,38524,380276
native,TLS1_2-gnark,50,10,2048,16,30592,32198,27882,374180
native,TLS1_2-gnark,50,10,2048,256,32187,33549,30262,341944
native,TLS1_2-gnark,50,10,2048,1024,37583,38030,37954,390460
native,TLS1_2-gnark,50,10,2048,2048,44409,44041,47729,340840
native,TLS1_2-gnark,50,15,1024,16,19023,19393,18720,343832
native,TLS1_2-gnark,50,15,1024,256,20528,20760,21084,408856
native,TLS1_2-gnark,50,15,1024,1024,25673,25301,28736,334416
native,TLS1_2-gnark,50,15,1024,2048,32615,31217,38604,307120
native,TLS1_2-gnark,50,15,2048,16,30589,32193,27971,372364
native,TLS1_2-gnark,50,15,2048,256,32188,33552,30231,348284
native,TLS1_2-gnark,50,15,2048,1024,37584,38028,37825,387916
native,TLS1_2-gnark,50,15,2048,2048,44407,44043,47675,389624
native,TLS1_2-gnark,50,20,1024,16,19029,19389,18819,326056
native,TLS1_2-gnark,50,20,1024,256,20458,20697,21242,328324
native,TLS1_2-gnark,50,20,1024,1024,25672,25300,28665,419848
native,TLS1_2-gnark,50,20,1024,2048,32610,31217,38566,405528
native,TLS1_2-gnark,50,20,2048,16,30589,32198,27979,360908
native,TLS1_2-gnark,50,20,2048,256,32186,33547,30290,408816
native,TLS1_2-gnark,50,20,2048,1024,37584,38027,37720,313208
native,TLS1_2-gnark,50,20,2048,2048,44412,44040,47532,371040
native,TLS1_2-gnark,100,10,1024,16,19029,19388,18851,395220
native,TLS1_2-gnark,100,10,1024,256,20467,20706,21109,349640
native,TLS1_2-gnark,100,10,1024,1024,25661,25137,28697,392432
native,TLS1_2-gnark,100,10,1024,2048,32612,31227,38431,386816
native,TLS1_2-gnark,100,10,2048,16,30588,32193,28017,366028
native,TLS1_2-gnark,100,10,2048,256,32187,33548,29924,396732
native,TLS1_2-gnark,100,10,2048,1024,37584,38027,37864,421668
native,TLS1_2-gnark,100,10,2048,2048,44345,43872,47647,384660
native,TLS1_2-gnark,100,15,1024,16,19029,19390,18819,344324
native,TLS1_2-gnark,100,15,1024,256,20524,20752,20934,383032
native,TLS1_2-gnark,100,15,1024,1024,25656,25135,28731,337008
native,TLS1_2-gnark,100,15,1024,2048,32610,31215,38498,343792
native,TLS1_2-gnark,100,15,2048,16,30592,32199,27582,367220
native,TLS1_2-gnark,100,15,2048,256,32191,33560,30339,393548
native,TLS1_2-gnark,100,15,2048,1024,37593,38196,37859,409172
native,TLS1_2-gnark,100,15,2048,2048,44340,43873,48265,349388
native,TLS1_2-gnark,100,20,1024,16,19027,19392,18858,371940
native,TLS1_2-gnark,100,20,1024,256,20463,20696,21025,329920
native,TLS1_2-gnark,100,20,1024,1024,25658,25131,28831,375512
native,TLS1_2-gnark,100,20,1024,2048,32610,31216,38516,367584
native,TLS1_2-gnark,100,20,2048,16,30587,32200,28025,381988
native,TLS1_2-gnark,100,20,2048,256,32186,33552,30666,356784
native,TLS1_2-gnark,100,20,2048,1024,37596,38201,37961,342920
native,TLS1_2-gnark,100,20,2048,2048,44345,43876,47644,408784
native,TLS1_2-gnark,200,10,1024,16,19028,19392,18831,338480
native,TLS1_2-gnark,200,10,1024,256,20460,20693,21058,316776
native,TLS1_2-gnark,200,10,1024,1024,25656,25130,28506,312404
native,TLS1_2-gnark,200,10,1024,2048,32608,31216,38369,354192
native,TLS1_2-gnark,200,10,2048,16,30590,32096,27818,341892
native,TLS1_2-gnark,200,10,2048,256,32138,33547,30317,344948
native,TLS1_2-gnark,200,10,2048,1024,37584,38031,37732,369628
native,TLS1_2-gnark,200,10,2048,2048,44409,44042,47502,371784
native,TLS1_2-gnark,200,15,1024,16,19024,19387,18781,338488
native,TLS1_2-gnark,200,15,1024,256,20462,20596,21170,356796
native,TLS1_2-gnark,200,15,1024,1024,25657,25135,28828,446172
native,TLS1_2-gnark,200,15,1024,2048,32610,31211,38413,358184
native,TLS1_2-gnark,200,15,2048,16,30591,32198,27971,362516
native,TLS1_2-gnark,200,15,2048,256,32189,33446,30043,355268
native,TLS1_2-gnark,200,15,2048,1024,37585,38034,37774,398300
native,TLS1_2-gnark,200,15,2048,2048,44410,44040,47801,380564
native,TLS1_2-gnark,200,20,1024,16,18960,19261,18990,401072
native,TLS1_2-gnark,200,20,1024,256,20461,20698,21332,380444
native,TLS1_2-gnark,200,20,1024,1024,25675,25260,28780,379232
native,TLS1_2-gnark,200,20,1024,2048,32545,31048,38493,357420
native,TLS1_2-gnark,200,20,2048,16,30598,32208,27717,380104
native,TLS1_2-gnark,200,20,2048,256,32190,33562,30181,361120
native,TLS1_2-gnark,200,20,2048,1024,37598,38197,37899,354176
native,TLS1_2-gnark,200,20,2048,2048,44411,44036,47713,410400
